2026-06-15 21:48:59,702 - SniperModule - INFO - 🔫 Sniper Module Starting...
2026-06-15 21:48:59,702 - SniperModule - INFO -    Working dir: /app
2026-06-15 21:48:59,703 - SniperModule - INFO -    Log dir: /app/logs/sniper
2026-06-15 21:48:59,703 - SniperModule - INFO -    DRY_RUN (resolved per-module): True
2026-06-15 21:48:59,707 - SniperModule - INFO -    Killswitch poller started (logs/.killswitch)
2026-06-15 21:48:59,708 - SniperModule - INFO -    Solana RPC: Configured
2026-06-15 21:48:59,708 - SniperModule - INFO -    EVM RPC: Configured
2026-06-15 21:49:00,249 - SniperModule - INFO - ✅ Database connected
2026-06-15 21:49:00,249 - SniperModule - INFO - ✅ Secrets manager initialized with database
2026-06-15 21:49:00,358 - SniperModule - INFO - ✅ Pool Engine initialized for RPC management
2026-06-15 21:49:00,358 - SniperModule - INFO -    Solana RPC from Pool Engine: OK
2026-06-15 21:49:00,358 - SniperModule - INFO -    EVM RPC from Pool Engine: OK
2026-06-15 21:49:03,455 - SniperModule - INFO - ✅ AllocationGuard wired into RiskManager (module=sniper)
2026-06-15 21:49:03,455 - SniperModule - INFO - ✅ RiskManager wired into Sniper engine
2026-06-15 21:49:03,455 - SniperEngine - INFO - 🔫 Initializing Sniper Engine...
2026-06-15 21:49:03,467 - SniperEngine - INFO - 📋 Sniper settings loaded: trade_amount=0.1, slippage=10.0%
2026-06-15 21:49:03,467 - SniperEngine - INFO -    Mode: DRY_RUN (no real trades) | TEST_MODE (relaxed safety)
2026-06-15 21:49:03,468 - SniperEngine - INFO -    Target Chain: ALL (All Chains)
2026-06-15 21:49:03,468 - SniperEngine - INFO -    Safety (TEST MODE): max_tax=50%, min_liq=DISABLED (set to $0)
2026-06-15 21:49:03,468 - SniperEngine - INFO -    Exit: TP=50.0%, SL=20.0%
2026-06-15 21:49:03,468 - SniperEngine - INFO -    EVM sniping: DISABLED (sniper_evm_enabled=False) | evm_min_liq=$50,000 | evm_min_score=>=70
2026-06-15 21:49:03,469 - SniperEngine - INFO -    W15 exit: PartialTake=20.0%@50.0% trail=True
2026-06-15 21:49:03,469 - SniperEngine - INFO -    W15/W16 entry gates [ACTIVE (always-on)]: min_holders=10 min_age=30s max_dev_holding=30.0% min_buy_sell=1.5 min_score=40 | safety_api=ON
2026-06-15 21:49:03,469 - SniperEngine - INFO -    W15 risk gate: sniper_use_dex_risk_manager=False (sniper-own gates only (capital checks preserved))
2026-06-15 21:49:03,469 - SniperEngine - INFO -    W17 delayed-entry: min_age=180s watchlist_max=500 recheck=15s fail_closed_bsr=True phantom_threshold=300.0%
2026-06-15 21:49:03,474 - SniperEngine - WARNING - SNIPER budget=0 (allocation_guard_config.budget_usd_sniper=0): all LIVE entries suppressed. DRY_RUN simulated entries are still collected for burn-in stats. Operator action to enable LIVE: set budget_usd_sniper > 0 in DB.
2026-06-15 21:49:03,664 - TradeExecutor - INFO - 💱 Trade Executor initialized (DRY RUN)
2026-06-15 21:49:03,668 - SniperEngine - WARNING - EVM sniping DISABLED by sniper_evm_enabled=false (DB config). Solana path is unaffected. To re-enable: UPDATE config_settings SET value='true' WHERE config_type='sniper_config' AND key='sniper_evm_enabled';
2026-06-15 21:49:03,724 - SolanaListener - INFO - 🔌 Initializing Solana Listener (MULTI-AMM VERSION)...
2026-06-15 21:49:03,724 - SolanaListener - INFO -    RPC: https://solana-mainnet.g.alchemy.com/v2/p8TihQhCAI...
2026-06-15 21:49:03,724 - SolanaListener - INFO -    Poll Interval: 15s
2026-06-15 21:49:03,724 - SolanaListener - INFO -    Enabled AMMs: ['raydium_v4', 'pump_fun']
2026-06-15 21:49:03,724 - SolanaListener - INFO -    Listener Mode: WSS
2026-06-15 21:49:03,724 - SolanaListener - INFO -    WSS URL: wss://mainnet.helius-rpc.com/?api-key=021371af-046f-4cf4-a71...
2026-06-15 21:49:03,818 - SolanaListener - ERROR - ❌ RPC verification failed - check your RPC URL
2026-06-15 21:49:03,818 - SniperEngine - INFO - ✅ Sniper Engine initialized
2026-06-15 21:49:03,856 - SniperEngine - INFO - 🔑 Sniper wallets surfaced: solana=BZ7dWN...qedR evm=0x802f...1D4D
2026-06-15 21:49:03,856 - SniperModule - INFO - ✅ Sniper Engine initialized successfully
2026-06-15 21:49:03,926 - SniperModule - INFO - 📱 Telegram remote control enabled
2026-06-15 21:49:04,213 - SniperEngine - INFO - 🔫 Sniper Engine Started
2026-06-15 21:49:04,242 - SniperEngine - INFO - ♻️ Sniper reconcile: no open rows to restore
2026-06-15 21:59:12,201 - SniperEngine - INFO - 🔫 Monitor status: 6000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 02:43:46,599 - SniperEngine - INFO - 🔫 Monitor status: 2730000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 02:53:54,723 - SniperEngine - INFO - 🔫 Monitor status: 2736000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 03:04:04,915 - SniperEngine - INFO - 🔫 Monitor status: 2742000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 03:14:13,289 - SniperEngine - INFO - 🔫 Monitor status: 2748000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 03:24:23,825 - SniperEngine - INFO - 🔫 Monitor status: 2754000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 03:34:33,398 - SniperEngine - INFO - 🔫 Monitor status: 2760000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 03:44:41,614 - SniperEngine - INFO - 🔫 Monitor status: 2766000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 03:54:49,996 - SniperEngine - INFO - 🔫 Monitor status: 2772000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 04:04:59,731 - SniperEngine - INFO - 🔫 Monitor status: 2778000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 04:15:08,814 - SniperEngine - INFO - 🔫 Monitor status: 2784000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 04:25:21,873 - SniperEngine - INFO - 🔫 Monitor status: 2790000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 04:35:34,138 - SniperEngine - INFO - 🔫 Monitor status: 2796000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 04:45:43,893 - SniperEngine - INFO - 🔫 Monitor status: 2802000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 04:55:54,546 - SniperEngine - INFO - 🔫 Monitor status: 2808000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 05:06:05,058 - SniperEngine - INFO - 🔫 Monitor status: 2814000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 05:16:13,132 - SniperEngine - INFO - 🔫 Monitor status: 2820000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 05:26:24,114 - SniperEngine - INFO - 🔫 Monitor status: 2826000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 05:36:34,238 - SniperEngine - INFO - 🔫 Monitor status: 2832000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 05:46:43,570 - SniperEngine - INFO - 🔫 Monitor status: 2838000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 05:56:52,877 - SniperEngine - INFO - 🔫 Monitor status: 2844000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 06:07:02,650 - SniperEngine - INFO - 🔫 Monitor status: 2850000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 06:17:12,164 - SniperEngine - INFO - 🔫 Monitor status: 2856000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 06:27:22,185 - SniperEngine - INFO - 🔫 Monitor status: 2862000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 06:37:32,488 - SniperEngine - INFO - 🔫 Monitor status: 2868000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 06:47:42,230 - SniperEngine - INFO - 🔫 Monitor status: 2874000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 06:57:52,488 - SniperEngine - INFO - 🔫 Monitor status: 2880000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 07:08:03,581 - SniperEngine - INFO - 🔫 Monitor status: 2886000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 07:18:15,989 - SniperEngine - INFO - 🔫 Monitor status: 2892000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 07:28:25,946 - SniperEngine - INFO - 🔫 Monitor status: 2898000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 07:38:39,139 - SniperEngine - INFO - 🔫 Monitor status: 2904000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 07:48:55,896 - SniperEngine - INFO - 🔫 Monitor status: 2910000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 07:59:16,707 - SniperEngine - INFO - 🔫 Monitor status: 2916000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 08:09:30,692 - SniperEngine - INFO - 🔫 Monitor status: 2922000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 08:19:48,780 - SniperEngine - INFO - 🔫 Monitor status: 2928000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 08:30:03,810 - SniperEngine - INFO - 🔫 Monitor status: 2934000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 08:40:17,391 - SniperEngine - INFO - 🔫 Monitor status: 2940000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 08:50:31,777 - SniperEngine - INFO - 🔫 Monitor status: 2946000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 09:00:53,089 - SniperEngine - INFO - 🔫 Monitor status: 2952000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 09:11:08,349 - SniperEngine - INFO - 🔫 Monitor status: 2958000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 09:21:25,051 - SniperEngine - INFO - 🔫 Monitor status: 2964000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 09:31:43,009 - SniperEngine - INFO - 🔫 Monitor status: 2970000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 09:42:01,787 - SniperEngine - INFO - 🔫 Monitor status: 2976000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 09:52:17,856 - SniperEngine - INFO - 🔫 Monitor status: 2982000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 10:02:35,433 - SniperEngine - INFO - 🔫 Monitor status: 2988000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 10:12:48,866 - SniperEngine - INFO - 🔫 Monitor status: 2994000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 10:23:03,513 - SniperEngine - INFO - 🔫 Monitor status: 3000000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 10:33:17,740 - SniperEngine - INFO - 🔫 Monitor status: 3006000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 10:43:31,396 - SniperEngine - INFO - 🔫 Monitor status: 3012000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 10:53:43,116 - SniperEngine - INFO - 🔫 Monitor status: 3018000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 11:03:57,967 - SniperEngine - INFO - 🔫 Monitor status: 3024000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 11:14:11,843 - SniperEngine - INFO - 🔫 Monitor status: 3030000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 11:24:30,222 - SniperEngine - INFO - 🔫 Monitor status: 3036000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 11:34:46,628 - SniperEngine - INFO - 🔫 Monitor status: 3042000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 11:45:04,425 - SniperEngine - INFO - 🔫 Monitor status: 3048000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 11:55:18,534 - SniperEngine - INFO - 🔫 Monitor status: 3054000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 12:05:35,784 - SniperEngine - INFO - 🔫 Monitor status: 3060000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 12:15:50,338 - SniperEngine - INFO - 🔫 Monitor status: 3066000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 12:26:11,159 - SniperEngine - INFO - 🔫 Monitor status: 3072000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 12:36:27,326 - SniperEngine - INFO - 🔫 Monitor status: 3078000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 12:46:47,415 - SniperEngine - INFO - 🔫 Monitor status: 3084000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 12:57:16,598 - SniperEngine - INFO - 🔫 Monitor status: 3090000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 13:07:44,086 - SniperEngine - INFO - 🔫 Monitor status: 3096000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 13:18:08,332 - SniperEngine - INFO - 🔫 Monitor status: 3102000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 13:28:33,019 - SniperEngine - INFO - 🔫 Monitor status: 3108000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 13:38:49,922 - SniperEngine - INFO - 🔫 Monitor status: 3114000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 13:49:04,802 - SniperEngine - INFO - 🔫 Monitor status: 3120000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 13:59:19,070 - SniperEngine - INFO - 🔫 Monitor status: 3126000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 14:09:31,118 - SniperEngine - INFO - 🔫 Monitor status: 3132000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 14:19:45,293 - SniperEngine - INFO - 🔫 Monitor status: 3138000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 14:30:02,212 - SniperEngine - INFO - 🔫 Monitor status: 3144000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 14:40:15,417 - SniperEngine - INFO - 🔫 Monitor status: 3150000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 14:50:28,613 - SniperEngine - INFO - 🔫 Monitor status: 3156000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 15:00:42,385 - SniperEngine - INFO - 🔫 Monitor status: 3162000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 15:10:56,274 - SniperEngine - INFO - 🔫 Monitor status: 3168000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 15:21:09,868 - SniperEngine - INFO - 🔫 Monitor status: 3174000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 15:31:22,600 - SniperEngine - INFO - 🔫 Monitor status: 3180000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 15:41:33,105 - SniperEngine - INFO - 🔫 Monitor status: 3186000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 15:51:42,835 - SniperEngine - INFO - 🔫 Monitor status: 3192000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 16:01:56,651 - SniperEngine - INFO - 🔫 Monitor status: 3198000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 16:12:10,414 - SniperEngine - INFO - 🔫 Monitor status: 3204000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 16:22:22,741 - SniperEngine - INFO - 🔫 Monitor status: 3210000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 16:32:37,704 - SniperEngine - INFO - 🔫 Monitor status: 3216000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 16:42:48,752 - SniperEngine - INFO - 🔫 Monitor status: 3222000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 16:53:00,994 - SniperEngine - INFO - 🔫 Monitor status: 3228000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 17:03:16,224 - SniperEngine - INFO - 🔫 Monitor status: 3234000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 17:13:30,607 - SniperEngine - INFO - 🔫 Monitor status: 3240000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 17:23:44,624 - SniperEngine - INFO - 🔫 Monitor status: 3246000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 17:33:59,326 - SniperEngine - INFO - 🔫 Monitor status: 3252000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 17:44:12,257 - SniperEngine - INFO - 🔫 Monitor status: 3258000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 17:54:24,815 - SniperEngine - INFO - 🔫 Monitor status: 3264000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 18:04:40,174 - SniperEngine - INFO - 🔫 Monitor status: 3270000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 18:14:57,792 - SniperEngine - INFO - 🔫 Monitor status: 3276000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 18:25:13,250 - SniperEngine - INFO - 🔫 Monitor status: 3282000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 18:35:23,684 - SniperEngine - INFO - 🔫 Monitor status: 3288000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 18:45:34,094 - SniperEngine - INFO - 🔫 Monitor status: 3294000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 18:55:45,140 - SniperEngine - INFO - 🔫 Monitor status: 3300000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 19:05:56,298 - SniperEngine - INFO - 🔫 Monitor status: 3306000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 19:16:08,795 - SniperEngine - INFO - 🔫 Monitor status: 3312000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 19:26:23,802 - SniperEngine - INFO - 🔫 Monitor status: 3318000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 19:36:38,589 - SniperEngine - INFO - 🔫 Monitor status: 3324000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 19:46:49,790 - SniperEngine - INFO - 🔫 Monitor status: 3330000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 19:57:00,746 - SniperEngine - INFO - 🔫 Monitor status: 3336000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 20:07:12,494 - SniperEngine - INFO - 🔫 Monitor status: 3342000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 20:17:25,123 - SniperEngine - INFO - 🔫 Monitor status: 3348000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 20:27:37,303 - SniperEngine - INFO - 🔫 Monitor status: 3354000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 20:37:48,136 - SniperEngine - INFO - 🔫 Monitor status: 3360000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 20:47:57,237 - SniperEngine - INFO - 🔫 Monitor status: 3366000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 20:58:09,460 - SniperEngine - INFO - 🔫 Monitor status: 3372000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 21:08:18,616 - SniperEngine - INFO - 🔫 Monitor status: 3378000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 21:18:28,940 - SniperEngine - INFO - 🔫 Monitor status: 3384000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 21:28:40,040 - SniperEngine - INFO - 🔫 Monitor status: 3390000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 21:38:48,988 - SniperEngine - INFO - 🔫 Monitor status: 3396000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 21:48:58,080 - SniperEngine - INFO - 🔫 Monitor status: 3402000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 21:59:07,754 - SniperEngine - INFO - 🔫 Monitor status: 3408000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 22:09:23,156 - SniperEngine - INFO - 🔫 Monitor status: 3414000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 22:19:33,291 - SniperEngine - INFO - 🔫 Monitor status: 3420000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 22:29:46,110 - SniperEngine - INFO - 🔫 Monitor status: 3426000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 22:39:58,789 - SniperEngine - INFO - 🔫 Monitor status: 3432000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 22:50:10,805 - SniperEngine - INFO - 🔫 Monitor status: 3438000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 23:00:21,777 - SniperEngine - INFO - 🔫 Monitor status: 3444000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 23:10:35,184 - SniperEngine - INFO - 🔫 Monitor status: 3450000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 23:20:49,839 - SniperEngine - INFO - 🔫 Monitor status: 3456000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 23:31:03,033 - SniperEngine - INFO - 🔫 Monitor status: 3462000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 23:41:14,982 - SniperEngine - INFO - 🔫 Monitor status: 3468000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-19 23:51:25,185 - SniperEngine - INFO - 🔫 Monitor status: 3474000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 00:01:38,810 - SniperEngine - INFO - 🔫 Monitor status: 3480000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 00:11:50,647 - SniperEngine - INFO - 🔫 Monitor status: 3486000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 00:22:01,468 - SniperEngine - INFO - 🔫 Monitor status: 3492000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 00:32:12,667 - SniperEngine - INFO - 🔫 Monitor status: 3498000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 00:42:23,128 - SniperEngine - INFO - 🔫 Monitor status: 3504000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 00:52:31,954 - SniperEngine - INFO - 🔫 Monitor status: 3510000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 01:02:42,535 - SniperEngine - INFO - 🔫 Monitor status: 3516000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 01:12:51,821 - SniperEngine - INFO - 🔫 Monitor status: 3522000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 01:23:02,529 - SniperEngine - INFO - 🔫 Monitor status: 3528000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 01:33:13,576 - SniperEngine - INFO - 🔫 Monitor status: 3534000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 01:43:23,986 - SniperEngine - INFO - 🔫 Monitor status: 3540000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 01:53:34,175 - SniperEngine - INFO - 🔫 Monitor status: 3546000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 02:03:46,002 - SniperEngine - INFO - 🔫 Monitor status: 3552000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 02:13:55,870 - SniperEngine - INFO - 🔫 Monitor status: 3558000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 02:24:06,458 - SniperEngine - INFO - 🔫 Monitor status: 3564000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 02:34:16,555 - SniperEngine - INFO - 🔫 Monitor status: 3570000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 02:44:24,959 - SniperEngine - INFO - 🔫 Monitor status: 3576000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 02:54:35,051 - SniperEngine - INFO - 🔫 Monitor status: 3582000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 03:04:45,948 - SniperEngine - INFO - 🔫 Monitor status: 3588000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 03:14:54,293 - SniperEngine - INFO - 🔫 Monitor status: 3594000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 03:25:03,940 - SniperEngine - INFO - 🔫 Monitor status: 3600000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 03:35:12,777 - SniperEngine - INFO - 🔫 Monitor status: 3606000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 03:45:21,950 - SniperEngine - INFO - 🔫 Monitor status: 3612000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 03:55:30,631 - SniperEngine - INFO - 🔫 Monitor status: 3618000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 04:05:41,831 - SniperEngine - INFO - 🔫 Monitor status: 3624000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 04:15:51,815 - SniperEngine - INFO - 🔫 Monitor status: 3630000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 04:26:04,728 - SniperEngine - INFO - 🔫 Monitor status: 3636000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 04:36:17,407 - SniperEngine - INFO - 🔫 Monitor status: 3642000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 04:46:27,985 - SniperEngine - INFO - 🔫 Monitor status: 3648000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 04:56:40,162 - SniperEngine - INFO - 🔫 Monitor status: 3654000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 05:06:50,894 - SniperEngine - INFO - 🔫 Monitor status: 3660000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 05:16:59,786 - SniperEngine - INFO - 🔫 Monitor status: 3666000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 05:27:10,823 - SniperEngine - INFO - 🔫 Monitor status: 3672000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 05:37:20,125 - SniperEngine - INFO - 🔫 Monitor status: 3678000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 05:47:28,686 - SniperEngine - INFO - 🔫 Monitor status: 3684000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 05:57:36,985 - SniperEngine - INFO - 🔫 Monitor status: 3690000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 06:07:46,858 - SniperEngine - INFO - 🔫 Monitor status: 3696000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 06:17:56,816 - SniperEngine - INFO - 🔫 Monitor status: 3702000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 06:28:04,826 - SniperEngine - INFO - 🔫 Monitor status: 3708000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 06:38:13,585 - SniperEngine - INFO - 🔫 Monitor status: 3714000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 06:48:22,768 - SniperEngine - INFO - 🔫 Monitor status: 3720000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 06:58:32,083 - SniperEngine - INFO - 🔫 Monitor status: 3726000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 07:08:43,029 - SniperEngine - INFO - 🔫 Monitor status: 3732000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 07:18:54,849 - SniperEngine - INFO - 🔫 Monitor status: 3738000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 07:29:04,896 - SniperEngine - INFO - 🔫 Monitor status: 3744000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 07:39:18,049 - SniperEngine - INFO - 🔫 Monitor status: 3750000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 07:49:31,331 - SniperEngine - INFO - 🔫 Monitor status: 3756000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 07:59:44,585 - SniperEngine - INFO - 🔫 Monitor status: 3762000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-20 08:09:57,498 - SniperEngine - INFO - 🔫 Monitor status: 3768000 scans, 0 EVM pairs, 0 Solana pools detected
