module,file,kind,class,name,signature,async
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,class,,PortfolioMetrics,,False
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,class,,AllocationStrategy,,False
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,class,,PortfolioManager,,False
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,__init__,"(self, config)",False
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,can_open_position,(self),False
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,get_available_balance,(self),False
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,allocate_capital,"(self, opportunities)",True
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,_equal_weight_allocation,"(self, opportunities, available)",False
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,_risk_parity_allocation,"(self, opportunities, available)",True
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,update_portfolio,"(self, trade)",True
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,get_portfolio_value,(self),True
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,rebalance_portfolio,(self),True
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,calculate_allocation,"(self, token)",True
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,get_portfolio_metrics,(self),False
ClaudeDex.core.portfolio_manager,ClaudeDex/core/portfolio_manager.py,method,PortfolioManager,check_diversification,(self),True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,class,,RiskLevel,,False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,class,,RiskScore,,False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskScore,overall_risk,(self),False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskScore,risk_level,(self),False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,class,,TradingOpportunity,,False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,class,,Position,,False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,class,,RiskManager,,False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,__init__,"(self, config)",False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,initialize,(self),True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,analyze_token,"(self, token_address, force_refresh=False)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,_analyze_liquidity_risk,"(self, token_address)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,_analyze_developer_risk,"(self, token_address)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,_analyze_contract_risk,"(self, token_address)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,_analyze_volume_risk,"(self, token_address)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,_analyze_holder_risk,"(self, token_address)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,_analyze_social_risk,"(self, token_address)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,_analyze_technical_risk,"(self, token_address)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,_analyze_market_risk,"(self, token_address)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,calculate_position_size,"(self, opportunity)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,calculate_stop_loss,"(self, risk_score)",False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,calculate_take_profit,"(self, risk_score, market_conditions=None)",False
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,validate_trade,"(self, token_address, amount)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,check_position_limit,"(self, token)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,set_stop_loss,"(self, position)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,check_portfolio_exposure,(self),True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,calculate_var,"(self, confidence=0.95)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,check_correlation_limit,"(self, token)",True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,emergency_stop_check,(self),True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,calculate_sharpe_ratio,(self),True
ClaudeDex.core.risk_manager,ClaudeDex/core/risk_manager.py,method,RiskManager,calculate_sortino_ratio,(self),True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,class,,TokenInfo,,False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,class,,ContractInfo,,False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,class,,LiquidityInfo,,False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,class,,TransactionInfo,,False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,class,,ChainDataCollector,,False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,__init__,"(self, config)",False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,_setup_connections,(self),False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_web3,"(self, chain)",False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_token_info,"(self, token_address, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,analyze_contract,"(self, contract_address, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_liquidity_info,"(self, pair_address, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_holder_distribution,"(self, token_address, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_recent_transactions,"(self, address, chain='ethereum', limit=100)",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,check_honeypot_onchain,"(self, token_address, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_gas_price,"(self, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,estimate_transaction_cost,"(self, from_addr, to_addr, value, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,_safe_call,"(self, func)",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,_check_function_in_code,"(self, code, function_name)",False
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,_get_contract_creation,"(self, address, chain)",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,_check_renounced_ownership,"(self, address, chain)",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,_check_liquidity_lock,"(self, pair_address, chain)",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_block_number,"(self, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_transaction,"(self, tx_hash, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,get_token_balance,"(self, address, token, chain='ethereum')",True
ClaudeDex.data.collectors.chain_data,ClaudeDex/data/collectors/chain_data.py,method,ChainDataCollector,monitor_mempool,"(self, chain='ethereum')",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,class,,TokenPair,,False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,TokenPair,age_hours,(self),False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,TokenPair,buy_sell_ratio,(self),False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,class,,DexScreenerCollector,,False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,__init__,"(self, config)",False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,initialize,(self),True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,close,(self),True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,_rate_limit,(self),True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,_make_request,"(self, endpoint, params=None)",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_new_pairs,"(self, chain='ethereum', limit=100)",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_token_price,"(self, token_address)",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_pair_data,"(self, pair_address)",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_token_pairs,"(self, token_address)",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,search_pairs,"(self, query)",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_trending_pairs,(self),True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_boosts,(self),True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,monitor_pair,"(self, address, chain='ethereum')",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,monitor_pair_with_callback,"(self, pair_address, callback=None)",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,stop_monitoring,"(self, pair_address)",False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,_parse_pair,"(self, data)",False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,_pair_to_dict,"(self, pair)",False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,_filter_pair,"(self, pair)",False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,_detect_changes,"(self, previous, current)",False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_price_history,"(self, address, chain='ethereum', interval='5m')",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,calculate_metrics,"(self, pair_address)",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_stats,(self),False
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_token_info,"(self, address, chain='ethereum')",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_trending_tokens,"(self, chain='ethereum')",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,method,DexScreenerCollector,get_gainers_losers,"(self, chain='ethereum', period='24h')",True
ClaudeDex.data.collectors.dexscreener,ClaudeDex/data/collectors/dexscreener.py,function,,test_api_connection,(),True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,class,,HoneypotChecker,,False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,__init__,"(self, config=None)",False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,initialize,(self),True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_setup_web3_connections,(self),True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,close,(self),True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,check_token,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,check_multiple_apis,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_check_honeypot_is,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_check_tokensniffer,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_check_goplus,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_check_dextools,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_check_contract_verification,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,analyze_contract_code,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_check_erc20_interface,"(self, w3, address)",False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,check_liquidity_locks,"(self, address, chain)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_is_blacklisted,"(self, address)",False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_get_chain_id,"(self, chain)",False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,_calculate_verdict,"(self, checks)",False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,batch_check,"(self, tokens)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,get_risk_score,"(self, check_result)",False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,monitor_token,"(self, address, chain, interval=60)",True
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,update_blacklist,"(self, address, reason)",False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,remove_from_blacklist,"(self, address)",False
ClaudeDex.data.collectors.honeypot_checker,ClaudeDex/data/collectors/honeypot_checker.py,method,HoneypotChecker,get_statistics,(self),False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,class,,PendingTransaction,,False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,class,,SandwichRisk,,False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,class,,MEVOpportunity,,False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,class,,MempoolMonitor,,False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,__init__,"(self, config)",False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,_setup_connections,(self),False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,_load_mev_bots,(self),False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,start_monitoring,"(self, chain='ethereum')",True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,stop_monitoring,"(self, chain='ethereum')",True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,_process_pending_tx,"(self, tx_hash, chain)",True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,check_sandwich_risk,"(self, tx_hash)",True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,detect_mev_opportunities,(self),True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,_detect_arbitrage,(self),True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,_detect_liquidations,(self),True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,_decode_swap,"(self, input_data, router_address)",False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,_cleanup_old_txs,(self),False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,get_gas_prices,"(self, chain='ethereum')",True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,monitor_token_mempool,"(self, token_address, chain='ethereum')",True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,add_mev_bot,"(self, address)",False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,get_mempool_stats,"(self, chain='ethereum')",False
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,monitor_mempool,"(self, chain='ethereum')",True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,detect_frontrun_risk,"(self, transaction)",True
ClaudeDex.data.collectors.mempool_monitor,ClaudeDex/data/collectors/mempool_monitor.py,method,MempoolMonitor,analyze_pending_tx,"(self, tx_hash)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,class,,SentimentLevel,,False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,class,,SocialPlatform,,False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,class,,SocialMetrics,,False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,class,,InfluencerMention,,False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,class,,SocialDataCollector,,False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,__init__,"(self, config)",False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,initialize,(self),True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,collect_social_metrics,"(self, token_address, symbol, chain)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_collect_twitter_data,"(self, symbol)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_collect_reddit_data,"(self, symbol)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_collect_telegram_data,"(self, symbol)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_calculate_overall_sentiment,"(self, messages)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_classify_sentiment,"(self, score)",False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_count_influential_mentions,"(self, twitter_data, reddit_data, telegram_data)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_calculate_fomo_index,"(self, mentions, sentiment, engagement)",False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_calculate_fear_index,"(self, sentiment, negative_count)",False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_calculate_trending_score,"(self, mentions, engagement, unique_users)",False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_count_negative_keywords,"(self, messages)",False
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_get_previous_metrics,"(self, token_address)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_store_metrics,"(self, metrics)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_load_influencers,(self),True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_test_connections,(self),True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,monitor_trending,(self),True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,_get_trending_tokens,(self),True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,get_influencer_mentions,"(self, token_symbol, hours=24)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,analyze_social_velocity,"(self, token_address, symbol)",True
ClaudeDex.data.collectors.social_data,ClaudeDex/data/collectors/social_data.py,method,SocialDataCollector,calculate_social_score,"(self, metrics)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,class,,TokenRisk,,False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,class,,TokenFlag,,False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,class,,TokenAnalysis,,False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,class,,TokenMetrics,,False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,class,,TokenSniffer,,False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,__init__,"(self, config)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,initialize,(self),True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,cleanup,(self),True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,analyze_token,"(self, token_address, chain, deep_scan=True)",True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_check_token_sniffer,"(self, token_address, chain)",True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_check_goplus,"(self, token_address, chain)",True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_check_honeypot,"(self, token_address, chain)",True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_check_dextools,"(self, token_address, chain)",True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_analyze_onchain,"(self, token_address, chain)",True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_parse_token_sniffer_response,"(self, data)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_parse_goplus_response,"(self, data, token_address)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_parse_honeypot_response,"(self, data)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_parse_dextools_response,"(self, data)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_combine_analysis_data,"(self, *data_sources)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_calculate_risk,"(self, data)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_find_similar_scams,"(self, name, symbol)",True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_generate_recommendations,"(self, risk_level, flags)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_calculate_confidence,"(self, sources_checked)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_get_chain_id,"(self, chain)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_get_dextools_chain,"(self, chain)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_load_known_scams,(self),True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_load_lists,(self),True
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_create_blacklisted_result,"(self, token_address, chain)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,_create_error_result,"(self, token_address, chain, error)",False
ClaudeDex.data.collectors.token_sniffer,ClaudeDex/data/collectors/token_sniffer.py,method,TokenSniffer,batch_analyze,"(self, tokens, deep_scan=False)",True
